-6,3
-5.9,3
-5.8,3
-5.7,4
-5.6,6
-5.5,7
-5.4,8
-5.3,12
-5.2,12
-5.1,12
-5,14
-4.9,15
-4.8,15
-4.7,16
-4.6,18
-4.5,23
-4.4,24
-4.3,28
-4.2,30
-4.1,36
-4,47
-3.9,50
-3.8,63
-3.7,66
-3.6,79
-3.5,78
-3.4,86
-3.3,90
-3.2,95
-3.1,113
-3,118
-2.9,120
-2.8,130
-2.7,133
-2.6,126
-2.5,126
-2.4,146
-2.3,155
-2.2,155
-2.1,152
-2,145
-1.9,129
-1.8,134
-1.7,109
-1.6,90
-1.5,67
-1.4,24
-1.3,9
-1.2,-11
-1.1,-17
-1,-44
-0.9,-62
-0.8,-87
-0.7,-90
-0.6,-109
-0.5,-138
-0.4,-157
-0.3,-191
-0.2,-205
-0.1,-220
0,-221
0.1,-227
0.2,-184
0.3,-183
0.4,-152
0.5,-142
0.6,-100
0.7,-90
0.8,-43
0.9,5
1,29
1.1,49
1.2,79
1.3,103
1.4,91
1.5,122
1.6,128
1.7,147
1.8,153
1.9,178
2,183
2.1,177
2.2,177
2.3,206
2.4,194
2.5,184
2.6,176
2.7,164
2.8,154
2.9,163
3,159
3.1,154
3.2,135
3.3,130
3.4,130
3.5,125
3.6,115
3.7,116
3.8,103
3.9,97
4,104
4.1,97
4.2,96
4.3,89
4.4,86
4.5,85
4.6,81
4.7,81
4.8,65
4.9,60
5,53
5.1,48
5.2,44
5.3,38
5.4,35
5.5,32
5.6,31
5.7,28
5.8,22
5.9,22
6,21
