-6,1
-5.9,1
-5.8,1
-5.7,1
-5.6,1
-5.5,1
-5.4,1
-5.3,1
-5.2,1
-5.1,1
-5,1
-4.9,1
-4.8,1
-4.7,1
-4.6,1
-4.5,1
-4.4,1
-4.3,1
-4.2,1
-4.1,1
-4,1
-3.9,3
-3.8,2
-3.7,1
-3.6,1
-3.5,2
-3.4,3
-3.3,4
-3.2,1
-3.1,1
-3,3
-2.9,2
-2.8,4
-2.7,4
-2.6,4
-2.5,7
-2.4,7
-2.3,8
-2.2,12
-2.1,5
-2,10
-1.9,14
-1.8,14
-1.7,19
-1.6,22
-1.5,26
-1.4,26
-1.3,27
-1.2,36
-1.1,40
-1,44
-0.9,35
-0.8,56
-0.7,56
-0.6,55
-0.5,50
-0.4,65
-0.3,64
-0.2,73
-0.1,69
0,77
0.1,87
0.2,111
0.3,119
0.4,104
0.5,116
0.6,120
0.7,122
0.8,123
0.9,138
1,150
1.1,164
1.2,179
1.3,190
1.4,216
1.5,222
1.6,208
1.7,214
1.8,198
1.9,191
2,194
2.1,205
2.2,200
2.3,193
2.4,189
2.5,179
2.6,173
2.7,170
2.8,157
2.9,154
3,159
3.1,139
3.2,121
3.3,115
3.4,115
3.5,104
3.6,99
3.7,95
3.8,96
3.9,88
4,84
4.1,89
4.2,96
4.3,95
4.4,95
4.5,93
4.6,87
4.7,79
4.8,75
4.9,72
5,68
5.1,58
5.2,54
5.3,53
5.4,57
5.5,48
5.6,56
5.7,50
5.8,48
5.9,47
6,49
