-6,5
-5.9,5
-5.8,5
-5.7,7
-5.6,7
-5.5,9
-5.4,11
-5.3,12
-5.2,11
-5.1,10
-5,9
-4.9,10
-4.8,16
-4.7,16
-4.6,14
-4.5,21
-4.4,20
-4.3,17
-4.2,18
-4.1,21
-4,19
-3.9,14
-3.8,16
-3.7,23
-3.6,21
-3.5,22
-3.4,32
-3.3,47
-3.2,44
-3.1,56
-3,54
-2.9,52
-2.8,53
-2.7,55
-2.6,64
-2.5,63
-2.4,57
-2.3,59
-2.2,57
-2.1,53
-2,40
-1.9,10
-1.8,11
-1.7,19
-1.6,18
-1.5,13
-1.4,6
-1.3,-2
-1.2,11
-1.1,-28
-1,-47
-0.9,-63
-0.8,-66
-0.7,-89
-0.6,-116
-0.5,-122
-0.4,-148
-0.3,-156
-0.2,-165
-0.1,-185
0,-177
0.1,-182
0.2,-173
0.3,-170
0.4,-144
0.5,-131
0.6,-115
0.7,-86
0.8,-63
0.9,-35
1,-3
1.1,31
1.2,22
1.3,60
1.4,59
1.5,62
1.6,81
1.7,102
1.8,121
1.9,118
2,132
2.1,114
2.2,121
2.3,127
2.4,111
2.5,133
2.6,138
2.7,112
2.8,118
2.9,134
3,130
3.1,126
3.2,129
3.3,120
3.4,127
3.5,110
3.6,106
3.7,97
3.8,94
3.9,99
4,94
4.1,95
4.2,90
4.3,86
4.4,91
4.5,90
4.6,87
4.7,91
4.8,85
4.9,91
5,81
5.1,90
5.2,81
5.3,79
5.4,84
5.5,76
5.6,72
5.7,67
5.8,63
5.9,61
6,52
