-6,-1
-5.9,-1
-5.8,-1
-5.7,-1
-5.6,-1
-5.5,-1
-5.4,-1
-5.3,-1
-5.2,-1
-5.1,-1
-5,-1
-4.9,1
-4.8,3
-4.7,4
-4.6,2
-4.5,4
-4.4,4
-4.3,5
-4.2,5
-4.1,9
-4,10
-3.9,11
-3.8,10
-3.7,8
-3.6,7
-3.5,14
-3.4,20
-3.3,27
-3.2,24
-3.1,23
-3,22
-2.9,23
-2.8,32
-2.7,34
-2.6,27
-2.5,30
-2.4,44
-2.3,28
-2.2,33
-2.1,38
-2,32
-1.9,34
-1.8,23
-1.7,1
-1.6,-9
-1.5,-17
-1.4,-46
-1.3,-77
-1.2,-84
-1.1,-99
-1,-144
-0.9,-165
-0.8,-223
-0.7,-253
-0.6,-274
-0.5,-274
-0.4,-284
-0.3,-217
-0.2,-188
-0.1,-209
0,-157
0.1,-197
0.2,-198
0.3,-166
0.4,-192
0.5,-130
0.6,-103
0.7,-23
0.8,-18
0.9,22
1,116
1.1,153
1.2,151
1.3,135
1.4,126
1.5,133
1.6,140
1.7,162
1.8,180
1.9,158
2,162
2.1,167
2.2,166
2.3,191
2.4,180
2.5,162
2.6,129
2.7,93
2.8,81
2.9,72
3,73
3.1,75
3.2,78
3.3,76
3.4,62
3.5,61
3.6,55
3.7,44
3.8,34
3.9,28
4,23
4.1,21
4.2,18
4.3,15
4.4,20
4.5,20
4.6,13
4.7,11
4.8,9
4.9,8
5,5
5.1,5
5.2,4
5.3,5
5.4,4
5.5,4
5.6,3
5.7,2
5.8,1
5.9,1
6,1
