-6,2
-5.9,2
-5.8,2
-5.7,3
-5.6,3
-5.5,3
-5.4,4
-5.3,4
-5.2,3
-5.1,4
-5,4
-4.9,3
-4.8,5
-4.7,4
-4.6,6
-4.5,5
-4.4,6
-4.3,7
-4.2,4
-4.1,3
-4,4
-3.9,4
-3.8,5
-3.7,5
-3.6,6
-3.5,10
-3.4,13
-3.3,15
-3.2,20
-3.1,26
-3,27
-2.9,29
-2.8,33
-2.7,25
-2.6,22
-2.5,24
-2.4,23
-2.3,22
-2.2,27
-2.1,30
-2,26
-1.9,22
-1.8,23
-1.7,26
-1.6,27
-1.5,28
-1.4,21
-1.3,7
-1.2,-3
-1.1,-15
-1,-16
-0.9,-17
-0.8,-34
-0.7,-40
-0.6,-52
-0.5,-62
-0.4,-62
-0.3,-79
-0.2,-109
-0.1,-101
0,-103
0.1,-102
0.2,-77
0.3,-88
0.4,-79
0.5,-67
0.6,-86
0.7,-76
0.8,-63
0.9,-45
1,-19
1.1,19
1.2,3
1.3,25
1.4,46
1.5,46
1.6,51
1.7,61
1.8,48
1.9,73
2,79
2.1,70
2.2,94
2.3,99
2.4,89
2.5,64
2.6,69
2.7,74
2.8,64
2.9,56
3,46
3.1,56
3.2,59
3.3,49
3.4,49
3.5,45
3.6,44
3.7,42
3.8,39
3.9,41
4,52
4.1,56
4.2,61
4.3,59
4.4,54
4.5,53
4.6,49
4.7,51
4.8,41
4.9,40
5,45
5.1,47
5.2,41
5.3,42
5.4,35
5.5,37
5.6,34
5.7,30
5.8,27
5.9,31
6,28
