-6,6
-5.9,7
-5.8,7
-5.7,8
-5.6,8
-5.5,7
-5.4,7
-5.3,6
-5.2,7
-5.1,8
-5,8
-4.9,8
-4.8,8
-4.7,8
-4.6,10
-4.5,12
-4.4,14
-4.3,14
-4.2,14
-4.1,14
-4,16
-3.9,16
-3.8,16
-3.7,16
-3.6,17
-3.5,17
-3.4,13
-3.3,13
-3.2,13
-3.1,9
-3,7
-2.9,6
-2.8,6
-2.7,14
-2.6,16
-2.5,23
-2.4,22
-2.3,19
-2.2,14
-2.1,17
-2,19
-1.9,16
-1.8,26
-1.7,16
-1.6,17
-1.5,8
-1.4,2
-1.3,-1
-1.2,-9
-1.1,-7
-1,3
-0.9,6
-0.8,3
-0.7,-19
-0.6,-28
-0.5,-53
-0.4,-52
-0.3,-81
-0.2,-87
-0.1,-88
0,-90
0.1,-82
0.2,-82
0.3,-55
0.4,-75
0.5,-76
0.6,-61
0.7,-36
0.8,-23
0.9,-14
1,-36
1.1,-26
1.2,-8
1.3,39
1.4,24
1.5,30
1.6,39
1.7,57
1.8,45
1.9,56
2,50
2.1,54
2.2,51
2.3,51
2.4,57
2.5,55
2.6,56
2.7,55
2.8,55
2.9,79
3,84
3.1,83
3.2,94
3.3,93
3.4,94
3.5,81
3.6,72
3.7,76
3.8,83
3.9,81
4,63
4.1,67
4.2,73
4.3,69
4.4,69
4.5,66
4.6,69
4.7,62
4.8,63
4.9,63
5,58
5.1,63
5.2,63
5.3,60
5.4,59
5.5,52
5.6,46
5.7,43
5.8,41
5.9,38
6,42
